id;tog;tid;BTR;km;spor;watt [kW]
276;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:06;82;31,052;sydgaaende;395
277;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:07;82;31,021;sydgaaende;399
278;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:08;82;30,99;sydgaaende;395
279;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:09;82;30,959;sydgaaende;364
280;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:10;82;30,928;sydgaaende;360
281;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:11;82;30,897;sydgaaende;356
282;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:12;82;30,866;sydgaaende;353
283;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:13;82;30,835;sydgaaende;348
284;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:14;82;30,804;sydgaaende;343
285;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:15;82;30,773;sydgaaende;342
286;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:16;82;30,742;sydgaaende;341
287;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:17;82;30,711;sydgaaende;333
288;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:18;82;30,68;sydgaaende;330
289;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:19;82;30,649;sydgaaende;338
290;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:20;82;30,618;sydgaaende;326
291;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:21;82;30,587;sydgaaende;323
292;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:22;82;30,556;sydgaaende;324
293;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:23;82;30,525;sydgaaende;319
294;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:24;82;30,494;sydgaaende;315
295;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:25;82;30,463;sydgaaende;320
296;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:26;82;30,432;sydgaaende;313
297;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:27;82;30,401;sydgaaende;323
298;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:28;82;30,37;sydgaaende;333
299;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:29;82;30,339;sydgaaende;375
300;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:30;82;30,308;sydgaaende;443
301;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:31;82;30,277;sydgaaende;434
302;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:32;82;30,246;sydgaaende;439
303;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:33;82;30,215;sydgaaende;438
304;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:34;82;30,184;sydgaaende;434
305;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:35;82;30,153;sydgaaende;222
306;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:36;82;30,122;sydgaaende;178
307;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:37;82;30,091;sydgaaende;160
308;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:38;82;30,06;sydgaaende;149
309;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:39;82;30,029;sydgaaende;132
310;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:40;82;29,998;sydgaaende;97
311;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:41;82;29,968;sydgaaende;97
312;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:42;82;29,938;sydgaaende;97
313;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:43;82;29,908;sydgaaende;97
314;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:44;82;29,878;sydgaaende;96
315;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:45;82;29,848;sydgaaende;96
316;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:46;82;29,818;sydgaaende;137
317;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:47;82;29,788;sydgaaende;-183
318;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:48;82;29,758;sydgaaende;-481
319;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:49;82;29,729;sydgaaende;-675
320;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:50;82;29,7;sydgaaende;-682
321;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:51;82;29,671;sydgaaende;-651
322;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:52;82;29,643;sydgaaende;-652
323;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:53;82;29,615;sydgaaende;-672
324;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:54;82;29,588;sydgaaende;-672
325;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:55;82;29,561;sydgaaende;-663
326;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:56;82;29,534;sydgaaende;-654
327;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:57;82;29,508;sydgaaende;-666
328;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:58;82;29,482;sydgaaende;-665
329;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:25:59;82;29,457;sydgaaende;-643
330;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:00;82;29,432;sydgaaende;-630
331;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:01;82;29,408;sydgaaende;-632
332;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:02;82;29,384;sydgaaende;-697
333;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:03;82;29,36;sydgaaende;-664
334;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:04;82;29,337;sydgaaende;-663
335;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:05;82;29,314;sydgaaende;-639
336;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:06;82;29,292;sydgaaende;-633
337;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:07;82;29,27;sydgaaende;-622
338;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:08;82;29,248;sydgaaende;-584
339;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:09;82;29,227;sydgaaende;-610
340;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:10;82;29,207;sydgaaende;-613
341;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:11;82;29,188;sydgaaende;-627
342;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:12;82;29,17;sydgaaende;-768
343;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:13;82;29,152;sydgaaende;-995
344;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:14;82;29,135;sydgaaende;-1154
345;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:15;82;29,119;sydgaaende;-1146
346;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:16;82;29,103;sydgaaende;-1034
347;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:17;82;29,088;sydgaaende;-937
348;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:18;82;29,074;sydgaaende;-888
349;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:19;82;29,06;sydgaaende;-911
350;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:20;82;29,047;sydgaaende;-848
351;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:21;82;29,035;sydgaaende;-829
352;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:22;82;29,024;sydgaaende;-877
353;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:23;82;29,013;sydgaaende;-814
354;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:24;82;29,003;sydgaaende;-740
355;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:25;82;28,994;sydgaaende;-638
356;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:26;82;28,985;sydgaaende;-606
357;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:27;82;28,977;sydgaaende;-600
358;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:28;82;28,97;sydgaaende;-538
359;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:30;82;28,957;sydgaaende;-441
360;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:31;82;28,951;sydgaaende;-372
361;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:32;82;28,946;sydgaaende;-344
362;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:33;82;28,942;sydgaaende;-292
363;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:34;82;28,938;sydgaaende;-229
364;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:35;82;28,935;sydgaaende;-154
365;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:36;82;28,933;sydgaaende;-96
366;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:37;82;28,931;sydgaaende;-44
367;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:38;82;28,93;sydgaaende;17
368;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:39;82;28,93;sydgaaende;54
369;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:40;82;28,93;sydgaaende;64
370;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:41;82;28,93;sydgaaende;67
371;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:42;82;28,93;sydgaaende;55
372;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:43;82;28,93;sydgaaende;44
373;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:44;82;28,93;sydgaaende;44
374;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:45;82;28,93;sydgaaende;44
375;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:46;82;28,93;sydgaaende;44
376;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:47;82;28,93;sydgaaende;44
377;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:48;82;28,93;sydgaaende;44
378;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:49;82;28,93;sydgaaende;44
379;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:50;82;28,93;sydgaaende;25
380;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:51;82;28,93;sydgaaende;25
381;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:52;82;28,93;sydgaaende;25
382;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:53;82;28,93;sydgaaende;25
383;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:54;82;28,93;sydgaaende;25
384;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:55;82;28,93;sydgaaende;26
385;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:56;82;28,93;sydgaaende;26
386;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:57;82;28,93;sydgaaende;26
387;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:58;82;28,93;sydgaaende;21
388;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:26:59;82;28,93;sydgaaende;21
389;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:00;82;28,93;sydgaaende;21
390;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:01;82;28,93;sydgaaende;21
391;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:02;82;28,93;sydgaaende;19
392;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:03;82;28,93;sydgaaende;19
393;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:04;82;28,93;sydgaaende;19
394;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:05;82;28,93;sydgaaende;19
395;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:06;82;28,93;sydgaaende;19
396;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:07;82;28,93;sydgaaende;19
397;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:08;82;28,93;sydgaaende;19
398;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:09;82;28,93;sydgaaende;19
399;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:10;82;28,93;sydgaaende;20
400;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:11;82;28,93;sydgaaende;20
401;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:12;82;28,93;sydgaaende;59
402;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:13;82;28,93;sydgaaende;64
403;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:14;82;28,929;sydgaaende;104
404;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:15;82;28,928;sydgaaende;157
405;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:16;82;28,926;sydgaaende;278
406;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:17;82;28,924;sydgaaende;514
407;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:18;82;28,92;sydgaaende;887
408;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:19;82;28,915;sydgaaende;1208
409;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:20;82;28,909;sydgaaende;1461
410;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:21;82;28,901;sydgaaende;1732
411;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:22;82;28,892;sydgaaende;1932
412;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:23;82;28,882;sydgaaende;1931
413;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:24;82;28,87;sydgaaende;1921
414;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:25;82;28,857;sydgaaende;1916
415;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:26;82;28,844;sydgaaende;1917
416;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:27;82;28,83;sydgaaende;1911
417;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:28;82;28,815;sydgaaende;1905
418;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:29;82;28,799;sydgaaende;1901
419;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:30;82;28,783;sydgaaende;1906
420;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:31;82;28,766;sydgaaende;1907
421;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:32;82;28,748;sydgaaende;1904
422;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:33;82;28,73;sydgaaende;1898
423;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:34;82;28,711;sydgaaende;1898
424;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:35;82;28,691;sydgaaende;1896
425;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:36;82;28,671;sydgaaende;1895
426;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:37;82;28,65;sydgaaende;1894
427;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:38;82;28,629;sydgaaende;1919
428;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:39;82;28,607;sydgaaende;1944
429;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:40;82;28,585;sydgaaende;1951
430;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:41;82;28,562;sydgaaende;1948
431;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:42;82;28,539;sydgaaende;1934
432;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:43;82;28,515;sydgaaende;1927
433;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:44;82;28,491;sydgaaende;1925
434;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:45;82;28,466;sydgaaende;1916
435;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:46;82;28,441;sydgaaende;1905
436;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:47;82;28,415;sydgaaende;1908
437;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:48;82;28,389;sydgaaende;1910
438;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:49;82;28,363;sydgaaende;1912
439;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:50;82;28,336;sydgaaende;1917
440;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:51;82;28,309;sydgaaende;1920
441;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:52;82;28,281;sydgaaende;1952
442;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:53;82;28,253;sydgaaende;2053
443;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:54;82;28,224;sydgaaende;2011
444;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:55;82;28,195;sydgaaende;1967
445;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:56;82;28,166;sydgaaende;1946
446;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:57;82;28,136;sydgaaende;1947
447;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:58;82;28,106;sydgaaende;1941
448;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:27:59;82;28,076;sydgaaende;1853
449;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:00;82;28,045;sydgaaende;1610
450;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:01;82;28,014;sydgaaende;1410
451;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:02;82;27,983;sydgaaende;1218
452;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:03;82;27,952;sydgaaende;1112
453;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:04;82;27,921;sydgaaende;1011
454;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:05;82;27,89;sydgaaende;917
455;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:06;82;27,859;sydgaaende;861
456;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:07;82;27,828;sydgaaende;805
457;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:08;82;27,796;sydgaaende;754
458;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:09;82;27,764;sydgaaende;709
459;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:10;82;27,732;sydgaaende;668
460;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:11;82;27,7;sydgaaende;647
461;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:12;82;27,668;sydgaaende;639
462;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:13;82;27,636;sydgaaende;612
463;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:14;82;27,604;sydgaaende;593
464;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:15;82;27,572;sydgaaende;581
465;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:16;82;27,54;sydgaaende;568
466;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:17;82;27,508;sydgaaende;555
467;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:18;82;27,476;sydgaaende;547
468;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:19;82;27,444;sydgaaende;555
469;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:20;82;27,412;sydgaaende;560
470;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:21;82;27,38;sydgaaende;584
471;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:22;82;27,348;sydgaaende;700
472;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:23;82;27,316;sydgaaende;790
473;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:24;82;27,284;sydgaaende;807
474;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:25;82;27,252;sydgaaende;764
475;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:26;82;27,22;sydgaaende;717
476;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:27;82;27,188;sydgaaende;705
477;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:28;82;27,156;sydgaaende;723
478;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:29;82;27,124;sydgaaende;730
479;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:30;82;27,092;sydgaaende;688
480;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:31;82;27,06;sydgaaende;652
481;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:32;82;27,028;sydgaaende;590
482;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:33;82;26,996;sydgaaende;537
483;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:34;82;26,963;sydgaaende;525
484;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:35;82;26,93;sydgaaende;537
485;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:36;82;26,897;sydgaaende;545
486;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:37;82;26,864;sydgaaende;550
487;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:38;82;26,831;sydgaaende;560
488;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:39;82;26,799;sydgaaende;561
489;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:40;82;26,766;sydgaaende;541
490;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:41;82;26,733;sydgaaende;502
491;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:42;82;26,7;sydgaaende;492
492;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:43;82;26,667;sydgaaende;531
493;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:44;82;26,634;sydgaaende;530
494;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:45;82;26,601;sydgaaende;554
495;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:46;82;26,568;sydgaaende;554
496;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:47;82;26,535;sydgaaende;564
497;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:48;82;26,502;sydgaaende;556
498;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:49;82;26,469;sydgaaende;552
499;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:50;82;26,436;sydgaaende;546
500;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:51;82;26,403;sydgaaende;561
501;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:52;82;26,37;sydgaaende;561
502;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:53;82;26,337;sydgaaende;545
503;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:54;82;26,304;sydgaaende;548
504;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:55;82;26,271;sydgaaende;539
505;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:56;82;26,238;sydgaaende;537
506;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:57;82;26,205;sydgaaende;551
507;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:58;82;26,172;sydgaaende;552
508;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:28:59;82;26,139;sydgaaende;564
509;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:00;82;26,106;sydgaaende;564
510;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:01;82;26,073;sydgaaende;533
511;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:02;82;26,04;sydgaaende;538
512;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:03;82;26,007;sydgaaende;531
513;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:04;82;25,974;sydgaaende;530
514;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:05;82;25,941;sydgaaende;519
515;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:06;82;25,908;sydgaaende;502
516;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:07;82;25,875;sydgaaende;495
517;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:08;82;25,842;sydgaaende;525
518;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:09;82;25,809;sydgaaende;514
519;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:10;82;25,776;sydgaaende;509
520;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:11;82;25,743;sydgaaende;514
521;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:12;82;25,71;sydgaaende;527
522;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:13;82;25,677;sydgaaende;507
523;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:14;82;25,644;sydgaaende;460
524;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:15;82;25,611;sydgaaende;413
525;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:16;82;25,578;sydgaaende;339
526;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:17;82;25,545;sydgaaende;201
527;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:18;82;25,512;sydgaaende;-198
528;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:19;82;25,479;sydgaaende;-191
529;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:20;82;25,446;sydgaaende;94
530;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:21;82;25,413;sydgaaende;95
531;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:22;82;25,38;sydgaaende;44
532;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:23;82;25,347;sydgaaende;93
533;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:24;82;25,314;sydgaaende;9
534;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:25;82;25,281;sydgaaende;-13
535;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:26;82;25,248;sydgaaende;-22
536;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:27;82;25,215;sydgaaende;-99
537;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:28;82;25,182;sydgaaende;-9
538;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:29;82;25,149;sydgaaende;-33
539;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:30;82;25,116;sydgaaende;45
540;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:31;82;25,083;sydgaaende;49
541;1Tognummer 612231, Hilleroed-Hundige, SA-8204;12:29:32;82;25,05;sydgaaende;7
